npsn,nama_sekolah,alamat,kelurahan,kecamatan,jumlah_siswa,jumlah_guru,kepala_sekolah,telp_sekolah,akreditasi,tipe_sekolah,koordinat
20103502,SMK YP Darul Mukminin Jakarta,Jl. Matraman Raya No. 177,Bali Mester,Jatinegara,351,18.0,Drs.Agus Cik,021 8503933,B,SMK,"-6.204335, 106.857498"
20103504,SMK Yamas Jakarta,Jl. Pusdiklat Depnaker,Makasar,Makasar,138,11.0,"Sukino, SE",021 8097955,A,SMK,"-6.280484, 106.878487"
20103505,SMK Bhakti 3,Jl. Kalimalang No.40A,Pondok Bambu,Duren Sawit,81,16.0,Drs. NURDIN,021 8600031,Tidak Terakreditasi,SMK,"-6.247628, 106.917404"
20103525,SMK Widya Manggala Jakarta,Jl. Mujahidin No. 17,Rambutan,Ciracas,238,18.0,Drs. E. SARAGI,021 8411414,B,SMK,"-6.295165, 106.871162"
20103526,SMK Wawasan Nusantara Jakarta,Jl. Raya Penggilingan No. 50,Cakung Barat,Cakung,77,17.0,"Dra. Hj. Andartari, M.Pd. M.Ak",021 46831435,B,SMK,"-6.210471, 106.938461"
20103527,SMK Satya Bhakti II,Jl. Slamet Riyadi III,Kebon Manggis,Matraman,525,35.0,"Drs.SUCIPTO P.BBA. M,Si",021 85907078,A,SMK,"-6.210469, 106.854507"
20103528,SMK Satya Bhakti I,Jl. Slamet Riyadi III,Kebon Manggis,Matraman,0,40.0,Drs.Sugito,021 85912113,A,SMK,"-6.210144, 106.85495"
20103530,SMK Santa Lucia,Jl. Rawamangun Muka Barat 2,Rawamangun,Pulo Gadung,7,15.0,R. Wirachmo S.T Kat,021 4757825,B,SMK,"-6.193579, 106.88295"
20103531,SMK Sahid Jakarta,Jl. Haji Baping Kav 42-43,Susukan,Ciracas,267,40.0,"SISCA TRI DAMARIANINGRUM,S.Pd,",021 87790142,A,SMK,"-6.315147, 106.873672"
20103533,SMK Ristek KIKIN,Jl. Raya Penggilingan,Penggilingan,Cakung,864,30.0,"MURSIDI . S Pd, MM",021 4604823,A,SMK,"-6.199291, 106.935318"
20103535,SMK Respati II,Jl. Inpres,Kampung Tengah,Kramat Jati,141,15.0,Drs. Sarto,021 80872279,B,SMK,"-6.286463, 106.87072"
20103536,SMK Respati I,Jl. Inpres,Kampung Tengah,Kramat Jati,94,19.0,"Dra. Suparmi, MKes.",021 8093086,B,SMK,"-6.286506, 106.870705"
20103537,SMK Rahayu Mulyo,Jl. Raya Bogor,Batu Ampar,Kramat Jati,1,34.0,"DR. Mulyono SE, MM.",021 80889246,A,SMK,"-6.285885, 106.871353"
20103538,SMK Pusaka 1 Jakarta,Jl. Taruna Pahlawan Revolusi No. 89,Pondok Bambu,Duren Sawit,698,35.0,"Susiana, S.Pd",021 8613067,A,SMK,"-6.238872, 106.89579"
20103540,SMK PKP 2 Jakarta,Jl. Raya PKP,Kelapa Dua Wetan,Ciracas,318,30.0,Drs. Widodo,021 8700113,A,SMK,"-6.339055, 106.883331"
20103541,SMK PKP 1,Jl. Raya PKP,Kelapa Dua Wetan,Ciracas,194,23.0,Drs. Dadang Ependi,021 8728367,A,SMK,"-6.339065, 106.883354"
20103542,SMK PGRI 8 Jakarta,Jl. Cipinang Muara I,Pondok Bambu,Duren Sawit,116,12.0,Dra. SRI RAHAYU,021 86610019,B,SMK,"-6.212483, 106.872505"
20103543,SMK Sebelas Maret,Jl. Raya Bekasi Km. 20 / Jl. Bhakti ABRI,Pegangsaan Dua,Kelapa Gading,396,33.0,"H. TOTOK SUTIARJO , S Pd",021 4601107,B,SMK,"-6.181304, 106.918152"
20103545,SMK Sriwijaya Jakarta,"Jl. Dr. KRT. Radjiman Widyodiningrat , Pengarengan",Jatinegara,Cakung,151,20.0,"H ARIF RAHMAN. S.Ag, MM",021 4611720,B,SMK,"-6.197899, 106.922005"
20103546,SMK Uswatun Hasanah,Jl. Raya Depnaker No. 2,Pinang Ranti,Makasar,106,19.0,"Amelia, M. Si",021 8001152,A,SMK,"-6.284629, 106.882034"
20103547,SMK Tunas Markatin,Jl. Waru No. 20 B,Rawamangun,Pulo Gadung,156,21.0,Abdul Haris,021 4707917,B,SMK,"-6.196035, 106.888191"
20103548,SMK Tridaya Jakarta,Jl. Pangkalan Jati II No. 19,Cipinang Melayu,Makasar,130,17.0,"Syarif Hidayat,SE",021 86600005,A,SMK,"-6.249704, 106.905975"
20103550,SMK Tri Sastra 2 Jakarta,Jl. SMPN 157,Lubang Buaya,Cipayung,0,12.0,Drs. Mashudi,021 8406568,B,SMK,"-6.293455, 106.903313"
20103552,SMK Trampil,Jl. Olah Raga 2,Cililitan,Kramat Jati,195,13.0,H. MUHAMMAD TOHIR,021 8003323,B,SMK,"-6.2675, 106.861504"
20103553,SMK Tirta Sari Surya,Jl. Nanas I Utan Kayu Utara,Utan Kayu Utara,Matraman,240,26.0,Dra. HJ.VISIA SULISTYANI,021 8576111,A,SMK,"-6.17445, 106.829399"
20103556,SMK Teratai Putih Jakarta,Jl. Nusa Indah IVA Perumnas Klender,Malaka Jaya,Duren Sawit,0,29.0,Drs. Slamet,021 86603780,A,SMK,"-6.220755, 106.936607"
20103558,SMK Tadika Puri Jakarta,Jl. Malaka I/207,Malaka Sari,Duren Sawit,41,15.0,MOCHAMMAD BUDIHARJO. S.Sos,021 8601663,B,SMK,"-6.221979, 106.928886"
20103561,SMK Fransiskus 1 Jakarta,Jl. Bangunan Barat No. 29,Kayu Putih,Pulo Gadung,102,14.0,"Damasus Lekan Udjan OFM, S.Pd",021 4759869,A,SMK,"-6.184722, 106.880478"
20103562,SMK St. Bonaventura Jakarta,Jl. Amal No. 2,Pondok Bambu,Duren Sawit,0,3.0,"PANDANG SILALAHI. Drs,MM",021 8624971,B,SMK,"-6.226219, 106.899261"
20103640,SMK PGRI 28 Jakarta,Jl. Condet Raya,Gedong,Pasar Rebo,443,41.0,Drs.H.Iip Abdul Arief. S,021 8414029,A,SMK,"-6.294945, 106.855728"
20103643,SMK Insan Teknologi Jakarta,Jl. Cibubur IV No. 29,Cibubur,Ciracas,97,21.0,"HENDRA GUNAWAN,SS",021 8705657,A,SMK,"-6.39205, 106.880028"
20103645,SMK Imtaq Darurrahim,"Jl. TiparCakung, Gang Pelajar",Cakung Barat,Cakung,151,11.0,H. ABUL A`LA ALMAUDUDI . SHI,021 44831013,B,SMK,"-6.173725, 106.936562"
20103647,SMK Hatawana Jakarta,Jl. Cipinang Besar Selatan No. 1,Cipinang Besar Selatan,Jatinegara,104,19.0,"Simon Pattiruhu,Ir",021 8191149,B,SMK,"-6.23155, 106.882782"
20103649,SMK Harapan 1 Jakarta,Jl. I Gusti Ngurah Rai,Penggilingan,Cakung,0,11.0,Drs. H. EKO MARTONO R,021 4611539,B,SMK,"-6.213291, 106.908096"
20103652,SMK Gutama Jakarta,Jl. Permata No. 17,Kebon Pala,Makasar,178,24.0,"E. Iskandar, S.Pd",021 8091447,B,SMK,"-6.250899, 106.880272"
20103655,SMK Fensensius Jakarta,Jl. Taman. Pulo Asem Utara 60,Pulo Gadung,Pulo Gadung,88,15.0,"Erlina VF Ratu, S.Si.",021 47864243,B,SMK,"-6.190844, 106.893768"
20103656,SMK Era Pembangunan Umat Jakarta,Jl. Usman No. 71,Ciracas,Ciracas,81,20.0,"ACIH NASIR,S.Ag",021 8715500,B,SMK,"-6.332435, 106.883545"
20103657,SMK Eka Paksi Jakarta,Jl. Mualim Aminudin,Cibubur,Ciracas,35,9.0,"ARNAH FAJARWATI,SE",021 87756832,B,SMK,"-6.367805, 106.884499"
20103658,SMK Islam Malahayati Jakarta,Jl. Bima No. 3,Cijantung,Pasar Rebo,723,41.0,Drs. Suparmin,021 8701744,A,SMK,"-6.325139, 106.859833"
20103659,SMK Islam PB Soedirman 1 Jakarta,Jl. Raya Bogor Km. 24,Cijantung,Pasar Rebo,535,43.0,"SUKARDI, M.Pd","021 8400387 Ext. 126, 127",A,SMK,"-6.31573, 106.861183"
20103660,SMK Islam PB Soedirman 2 Jakarta,Jl. Raya Bogor Km. 24 Cijantung,Cijantung,Pasar Rebo,470,32.0,"Dra. Hj. Ikah Atikah,MM",021 8400387,A,SMK,"-6.312995, 106.861778"
20103663,SMK KAPIN,Jl. Raya Kalimalang,Pondok Kelapa,Duren Sawit,366,29.0,Yati Kurniati SPd,021 8648457,A,SMK,"-6.248741, 106.929802"
20103664,SMK Kalpataru,Jl. Raya Tipar Cakung,Cakung Barat,Cakung,46,11.0,HJ.HAMIDAH.S.Ag,021 46822852,A,SMK,"-6.180235, 106.935486"
20103667,SMK Jayawisata 2 Jakarta,Jl. Pangkalan Jati II No. 19,Cipinang Melayu,Makasar,215,25.0,"Augusta Oppier, S.Pd","021 86600005, 021 86600004",A,SMK,"-6.145712, 106.542702"
20103668,SMK Jayakarta,Jl. Bunga Rampai XI/1 No. 47,Malaka Jaya,Duren Sawit,71,11.0,"MICHAEL TUE, SE",021 8606936,B,SMK,"-6.252219, 106.935219"
20103672,SMK Jakarta Timur 1,Jl. Cawang Baru No. 543,Cipinang Cempedak,Jatinegara,949,26.0,"Drs. H. Hamzah Ichwani, M.pd.",021 85905665,B,SMK,"-6.242597, 106.870476"
20103674,SMK Jakarta Raya 2,Jl. Raya Pondok Gede No. 36,Lubang Buaya,Cipayung,80,18.0,"Sukardi, SE",021 87780464,B,SMK,"-6.288355, 106.8993"
20103675,SMK Jakarta Raya 1,Jl. Raya Pondok Gede No. 36,Lubang Buaya,Cipayung,112,20.0,"H. M. Lili Su'udi, SE",021 8406426,B,SMK,"-6.288189, 106.899864"
20103676,SMK Jakarta 1,Jl. Raya Pondok Kopi No. 75,Pondok Kopi,Duren Sawit,517,34.0,"H SURYANTO. Y .MM, Drs",021 8602231,A,SMK,"-6.22703, 106.942795"
20103677,SMK Islam Yasmin Jakarta,Jl. Raya Bogor Km. 27,Pekayon,Pasar Rebo,25,13.0,MUSLIM AULIA,021 29842441,B,SMK,"-6.339899, 106.869797"
20103686,SMK Budi Murni 1 Jakarta,Jl. Sawah Barat,Duren Sawit,Duren Sawit,373,16.0,Ir. CHARLES SITORUS,021 8629801,B,SMK,"-6.230835, 106.910141"
20103687,SMK Budi Mulia Utama,Jl. Rawa Jaya No. 35,Pondok Kopi,Duren Sawit,403,36.0,UMI RAHAYU. S P.d,021 8646316,A,SMK,"-6.235564, 106.943604"
20103691,SMK Budhi Warman 2 Jakarta,Jl. Raya Bogor Km. 28,Pekayon,Pasar Rebo,380,40.0,"Pardi Supardi, S.S., M.Pd.",021 8711833,A,SMK,"-6.340857, 106.865128"
20103694,SMK Budhaya 2 St. Agustinus,Jl.Raya Radin Inten II Buaran,Cipinang,Pulo Gadung,64,20.0,"St. Suharsono, S.Pd.",021 86187888,B,SMK,"-6.211365, 106.885994"
20103696,SMK Budaya Jakarta,Jl. Dermaga Baru No. 48,Klender,Duren Sawit,232,21.0,SUKURYANTO. S.Pd,021 86607252,A,SMK,"-6.220563, 106.90567"
20103698,SMK Cagar Budaya 1 Jakarta,Jl. Raya Hankam TMII. Gempol No.47,Bambu Apus,Cipayung,83,22.0,"Asep Tatang Suryana, SE, MMPd",021 8444877,B,SMK,"-6.307815, 106.895348"
20103701,SMK Diponegoro 1 Jakarta,Jl. Sunan Giri 5,Rawamangun,Pulo Gadung,213,41.0,Sadikin Kartasasmita,021 4702446,A,SMK,"-6.195402, 106.883232"
20103702,SMK Dinamika Pembangunan 2 Jakarta,Jl. Raya Penggilian No. 99,Penggilingan,Cakung,1286,44.0,"SAMAN, SE",021 4616390,A,SMK,"-6.191486, 106.937263"
20103703,SMK Dinamika Pembangunan 1 Jakarta,Jl. Raya Penggilingan No. 99,Penggilingan,Cakung,1666,94.0,"MULYANA, SH.,MM.",021 4605887,A,SMK,"-6.189863, 106.937294"
20103704,SMK Dharma Surya,Jl. Pangkalan Jati IV No. 47,Cipinang Melayu,Makasar,67,15.0,"Ir. Samsuwardi D.Husen, MM",021 86602677,B,SMK,"-6.250802, 106.907921"
20103706,SMK Corpatarin 2 Jakarta,Jl. Pondok Kopi Raya No. 87,Pondok Kopi,Duren Sawit,107,13.0,Drs. EDWARD A. HUTASOIT,021 86606986,A,SMK,"-6.229509, 106.954185"
20103708,SMK Citra Dharma Jakarta,Jl. Swadaya I,Bambu Apus,Cipayung,52,12.0,"WA ODE SAELE, S.Pd",021 8458112,C,SMK,"-6.317645, 106.900955"
20103709,SMK Cipta Karya,Jl. Kayu Manis Timur No. 52D,Kayu Manis,Matraman,227,27.0,"NURLAILA, S.Pd.",021 8575038,B,SMK,"-6.200942, 106.862762"
20103711,SMK Cikra 1 Jakarta,Jl. Cipinang Kebembem V/32,Pisangan Timur,Pulo Gadung,150,20.0,"Endang Soeprihati,S.Pd",021 4753282,B,SMK,"-6.21021, 106.88356"
20103712,SMK Cawang Jakarta,Jl. Cawang Baru No. 71,Cipinang Cempedak,Jatinegara,0,17.0,"H. MAMAN TASMAN, MM",021 8569956,B,SMK,"-6.242434, 106.871544"
20103715,SMK Cahaya Sakti Jakarta,Jl. Otista 1 No. 11,Bali Mester,Jatinegara,189,26.0,Dra. Effy Kusumastuti,021 8196412,A,SMK,"-6.22528, 106.868614"
20103720,SMK Pelayaran Dewaruci,Jl. Raya Bekasi Km. 26,Ujung Menteng,Cakung,87,13.0,"RUSTAMAJI, Drs",021 46820670,A,SMK,"-6.185558, 106.963135"
20103721,SMK Pelayaran Bima Sakti,Jl. Cipinang Besar No. 2 Jatinegara,Cipinang Cempedak,Jatinegara,113,18.0,"Siti Sulistianah, ANT III",021 8578599,B,SMK,"-6.225727, 106.876663"
20103724,SMK Adi Luhur 1 (Pariwisata),Jl. Raya Condet No. 4,Balekambang,Kramat Jati,142,22.0,"Drs. Junaedi, MM.",021 87784043,A,SMK,"-6.291838, 106.855553"
20103725,SMK Paramitha,Jl. Raya Kalimalang,Pondok Kelapa,Duren Sawit,423,50.0,"EKSA SARI WANI,SE,M.Pd.",021 8650377,A,SMK,"-6.199455, 106.955193"
20103726,SMK Pangudi Rahayu II Jakarta,"Jl. Raya Bogor Km. 24,5",Cijantung,Pasar Rebo,69,15.0,"T. SUHARSONO, SE",021 8401823,B,SMK,"-6.319772, 106.863808"
20103727,SMK Pangudi Rahayu I Jakarta,"Jl. Raya Bogor Km. 24,5",Cijantung,Pasar Rebo,181,17.0,"Harliyana Chalik, S.Pd.",021 8401494,A,SMK,"-6.320048, 106.864082"
20103728,SMK Pandawa Jakarta,Jl. Raya Cipinang Muara No. 12,Cipinang Muara,Jatinegara,302,21.0,"Joko Waskito Wibowo, Drs",021 8500761,A,SMK,"-6.222772, 106.896408"
20103730,SMK PAMI Jaya,Jl. Raya Kalimalang No. 29,Pondok Kopi,Duren Sawit,52,14.0,"PARTOGI SIANTURI, SE,MM",021 8646683,B,SMK,"-6.248644, 106.92469"
20103731,SMK Otomindo,Jl. Rawa Bola No. 49,Kelapa Dua Wetan,Ciracas,585,56.0,"NATALIA BUTARBUTAR, S.KOM",021 8719694,A,SMK,"-6.349627, 106.887558"
20103733,SMK Nurul Islam Jakarta,Jl. Mawar Merah Raya No.1,Malaka Jaya,Duren Sawit,344,29.0,"Drs. Mahfudh, MM",021 86613750,A,SMK,"-6.22002, 106.938004"
20103734,SMK Nurul Iman,Jl. Pisangan Timur No. 4A,Pisangan Baru,Matraman,298,23.0,"Drs. Ero Rohada, MM.",021 8506347,A,SMK,"-6.214003, 106.87352"
20103735,SMK Pelayaran Pembangunan Jakarta,Jl. Manunggal II No. 67,Rambutan,Ciracas,166,26.0,"JENAL,S.Pi",021 8412557,A,SMK,"-6.309066, 106.879547"
20103736,SMK Pelayaran Santa Lusiana,Jl. Dewi Sartika Gang Masjid Bendungan,Cawang,Kramat Jati,68,17.0,"Untung Suparjo, S.Pd",021 8006225,B,SMK,"-6.25507, 106.864899"
20103737,SMK Pelita Tiga No. 1 Jakarta,Jl. Rawajaya I,Pisangan Timur,Pulo Gadung,91,21.0,"Nurbaiti Kahpi, S.Pd",021 4758953,A,SMK,"-6.1215, 106.522697"
20103738,SMK PGRI 20 Jakarta,Jl. H. Abdurahman No. 54,Cibubur,Ciracas,981,54.0,"CICUK PUJO HARYANTO,S.Pd","021 87754525, 021 87713123",A,SMK,"-6.365119, 106.885292"
20103742,SMK PGRI 16 Jakarta,Jl. SMAN 64,Cipayung,Cipayung,481,26.0,"GUMIRLANG SONI NUGRAHA, S.E.,S.Pd.",021 8441534,A,SMK,"-6.330263, 106.890732"
20103743,SMK PGRI 1 Jakarta,Jl. PLK 2 No. 25,Makasar,Makasar,1003,49.0,Drs. Sunar,021 8009773,A,SMK,"-6.266702, 106.875259"
20103745,SMK Petri Jaya,Jl. Curug Raya 7,Duren Sawit,Duren Sawit,188,15.0,"NURAINIH, S.SOS",021 8652677,B,SMK,"-6.249525, 106.929573"
20103746,SMK Pertiwi Jakarta,Jl. H. Taiman Barat,Gedong,Pasar Rebo,224,21.0,"Misdi, S.Pd",021 87791284,A,SMK,"-6.296335, 106.865685"
20103751,SMK Perbankan Nasional Jakarta,Jl. Raya Bekasi Km. 26,Ujung Menteng,Cakung,740,43.0,"Drs. H. MATASIK, M.MPd",021 92711322,A,SMK,"-6.185051, 106.962906"
20103752,SMK Pemuda,Jl. Skip Ujung,Utan Kayu Selatan,Matraman,83,14.0,"H. TJAHYONO HADI, SE",021 8564925,B,SMK,"-6.208414, 106.871735"
20103753,SMK Pembangunan,Jl. Pengayoman III No. 95,Utan Kayu Utara,Matraman,174,17.0,Drs. Dahman,021 85912855,B,SMK,"-6.194037, 106.867264"
20103754,SMK Nurul Huda,Jl. Tipar Cakung KM.01,Cakung Barat,Cakung,86,16.0,DRA.HJ. SUSILOWATI,021 4606364,B,SMK,"-6.176801, 106.935745"
20103756,SMK Mercusuar,Jl. Raya Bks Km.26 No.51,Ujung Menteng,Cakung,19,34.0,"DRS. H. O. FARUROJI,MM",021 46820670,A,SMK,"-6.18536, 106.96302"
20103758,SMK Mardi Bakti Jakarta,Jl. Raya Bogor Km. 24,Cijantung,Pasar Rebo,141,17.0,"BUDIONO BINTORO, SPD",021 8413565,B,SMK,"-6.318167, 106.86396"
20103759,SMK Mardhika,Jl. Raya Condet No.63,Cililitan,Kramat Jati,139,17.0,"M.S. ALI, S.Sos",021 8092157,B,SMK,"-6.279397, 106.856049"
20103760,SMK Malaka Jakarta,Jl. Raya Mawar Merah No. 23,Pondok Kopi,Duren Sawit,1010,57.0,"HERU WULANDONO, S.Si",021 8611849,A,SMK,"-6.131736, 106.562073"
20103761,SMK Mahadhika 3,Jl.Manunggal II,Ciracas,Ciracas,184,22.0,"ABDUL ROCHIM,S.Ag",021 87782883,A,SMK,"-6.3083, 106.879402"
20103763,SMK Mahadhika 2,Jl. Penggilingan Baru I No.39,Dukuh,Kramat Jati,235,25.0,"Agus Setiawan, S.Pd",021 8414164,A,SMK,"-6.302659, 106.878685"
20103764,SMK Mahadhika 1,Jl.Raya Centex No. 29-31,Ciracas,Ciracas,683,32.0,"H.AGUS SUYANI,S.Ag,M.MPd",021 87707179,A,SMK,"-6.314936, 106.870346"
20103765,SMK L'Pina Jakarta,Jl. Raya Bekasi Timur Km. 14.8 No. 5,Jatinegara Kaum,Pulo Gadung,146,8.0,"Faris Riadh, S.Pd",021 4750478,A,SMK,"-6.212471, 106.898911"
20103768,SMK Kimia Tunas Harapan,Jl. Bendera Raya / Intisari III No.17,Kalisari,Pasar Rebo,211,22.0,"Sahroni, M.Si",021 8728766,A,SMK,"-6.330335, 106.858643"
20103769,SMK Caraka Nusantara,Kompleks Pulo Gebang Permai Blok H 4 No. 10,Pulo Gebang,Cakung,412,39.0,"HENDRA NANTO WIDJAJA, Drs.,Apt",021 48700766,A,SMK,"-6.197235, 106.949501"
20103770,SMK Kemala Bhayangkari 1 Jakarta,Jl. Raya Bekasi Timur,Cipinang,Pulo Gadung,792,38.0,"Drs. H. Bambang Suprijanto, MM",021 4753578,A,SMK,"-6.209718, 106.894241"
20103772,SMK Mitra Kencana,Jl. Mawar Merah Raya No. 1,Malaka Jaya,Duren Sawit,407,27.0,Drs. Achmad Syukri,021 8602060,B,SMK,"-6.22002, 106.938004"
20103774,SMK Muara Indonesia Jakarta,Jl. Cipinang Muara III Kav PLN,Cipinang Muara,Jatinegara,643,26.0,Aryati W. S.Pd,021 8500965,A,SMK,"-6.220703, 106.892738"
20103775,SMK Nasional Alfan,Jl. Dukuh V No.1A,Dukuh,Kramat Jati,47,11.0,"Salmah, SE. MM.",021 8403086,C,SMK,"-6.2931, 106.876999"
20103776,SMK Nasional,Jl. SMEA 6 No. 53,Cawang,Kramat Jati,11,8.0,Dra. Upit Andreini,021 8091771,C,SMK,"-6.25534, 106.87043"
20103778,SMK Negeri 7,Jl. Tenggiri No. 1,Jati,Pulo Gadung,740,48.0,"ADIP WIRATMONO,S.Pd,M.A",021 4711564,A,SMK,"-6.198171, 106.891769"
20103779,SMK Negeri 58,Jl. SMIK Bambu Apus,Bambu Apus,Cipayung,1107,74.0,"Sajid, M.Pd","021 8442072, 021 8446304",A,SMK,"-6.319375, 106.898712"
20103780,SMK Negeri 52,Jl. Taruna Jaya,Cibubur,Ciracas,758,54.0,"DIDING WAHYUDIN, S.Pd, M.Si",021 8732519,A,SMK,"-6.3647, 106.885597"
20103781,SMK Negeri 51,Jl. SMEA 33 - SMIK,Bambu Apus,Cipayung,731,45.0,TRI ERIYANI,021 8444903,A,SMK,"-6.319713, 106.898933"
20103782,SMK Negeri 50,Jl. Cipinang Muara No. 1,Cipinang Muara,Jatinegara,545,41.0,DRS. WANTARIP,021 8194466,A,SMK,"-6.227743, 106.890976"
20103783,SMK Negeri 5,Jl. Pisangan Timur VII,Pisangan Baru,Matraman,1006,87.0,"AHMAD YANI, S.Pd",021 8507824,A,SMK,"-6.212661, 106.873154"
20103784,SMK Negeri 48,Jl. Raden Inten II No. 3,Klender,Duren Sawit,819,46.0,"Yayah Nur Aliyah, S.Pd.",021 8617467,A,SMK,"-6.219, 106.924004"
20103785,SMK Negeri 46,Jl. B7 Cipinang Pulo No.24,Cipinang Besar Utara,Jatinegara,490,40.0,"Dra. Suryani, M.A",021 8195127,A,SMK,"-6.224521, 106.88868"
20103786,SMK Negeri 40,Jl. Nanas II Utan Kayu Utara,Utan Kayu Selatan,Matraman,507,38.0,"Yulianto, S.Pd, M.Si",021 8563329,A,SMK,"-6.185953, 106.867737"
20103787,SMK Negeri 26,Jl. Balai Pustaka Baru 1,Rawamangun,Pulo Gadung,1460,105.0,"Purwosusilo, M.Pd.",021 4720310,A,SMK,"-6.19455, 106.886497"
20103788,SMK Negeri 24,Jl. Bambu Hitam,Bambu Apus,Cipayung,473,46.0,"Oom Siti Halimah, S.Pd., MM.",021 8441976,A,SMK,"-6.310862, 106.900352"
20103790,SMK Negeri 22,Jl. Raya Condet,Gedong,Pasar Rebo,745,46.0,"Drs. Uju Juhiwa, M.Pd",021 8400901,A,SMK,"-6.286975, 106.857437"
20103791,SMK Negeri 10,Jl. SMEA 6 Mayjend Sutoyo,Cawang,Kramat Jati,713,44.0,Dra. Trisnawati,021 8091773,A,SMK,"-6.252052, 106.872841"
20103792,SMK Muhammadiyah 6,Jl. KH. Ahmad Dahlan No. 20,Kayu Manis,Matraman,237,23.0,"Suwarto, S.Ag. M.Pd",021 8508015,A,SMK,"-6.208844, 106.86293"
20103793,SMK Kawula Indonesia Jakarta,Jl. Raya SMA Kapin No. 3,Pondok Kelapa,Duren Sawit,388,32.0,"SUWARDI, Drs.",021 8656328,A,SMK,"-6.249124, 106.929428"
20104453,SMK Candra Naya,Jl. Jembatan Besi II / 26,Jembatan Besi,Tambora,135,24.0,"Rosalina Hutahaean,M.Farm,Apt",021 63860752,A,SMK,"-6.150765, 106.797798"
20104454,SMK Cinta Kasih Tzu Chi,Jl. Kamal Raya No. 20 Outer Ringroad,Cengkareng Timur,Cengkareng,274,22.0,"Betty Theresia S, S.E",021 54397565,A,SMK,"-6.131775, 106.737862"
20104455,SMK Era Pembangunan,Jl. Gaga Alas Tua No.122,Semanan,Kalideres,415,16.0,NURUL HIDAYATI,021 98286849,A,SMK,"-6.158854, 106.710266"
20104458,SMK Kristen Cendrawasih,"Jl. Cendrawasih Raya No. 60 Cengkareng, Cengkareng",Cengkareng Barat,Cengkareng,126,11.0,"Sumadireja, S. Pd",021 6191116,B,SMK,"-6.143975, 106.723732"
20104462,SMK Telkom Sandhy Putra Jakarta,Jl. Daan Mogot Km. 11,Kedaung Kaliangke,Cengkareng,1102,52.0,"PUTUT PURWANTO, SMB",021 5442600,A,SMK,"-6.154091, 106.750916"
20106934,SMK BKUI (Al Kautsar),Jl. Jembatan Selatan No. 6,Pulo,Kebayoran Baru,183,21.0,Nur Azizah,021 7229789,A,SMK,"-6.252627, 106.795502"
20107016,SMK Trisula Perwari 1,Jl. Pariaman No. 17,Setia Budi,Setia Budi,0,8.0,"KHUSNUL K INDRI HASTUTI, SH",021 8307445,Tidak Terakreditasi,SMK,"-6.20833, 106.843666"
20107204,SMK Bina Karya Utama Jakarta,Jl. Raya Bekasi Km. 26,Ujung Menteng,Cakung,123,26.0,Drs. H. ROJALI,021 4607411,B,SMK,"-6.1744, 106.829399"
20107206,SMK Citra Mandiri,Jl. Pahlawan Komaruddin Ujung Krawang,Pulo Gebang,Cakung,139,21.0,"Drs. H. AJUDDIN, HS",021 4806720,A,SMK,"-6.202059, 106.933876"
20107207,SMK Dharma Paramitha,Jl. Sultan Hamengkubuwono IX,Ujung Menteng,Cakung,552,28.0,"MM. SRI WENING WULANDARI, S.Pd",021 46829045,B,SMK,"-6.190533, 106.964996"
20107209,SMK Garuda,Jl. Raya Bekasi,Jatinegara Kaum,Pulo Gadung,28,10.0,"Aris Rishandi, S.Pd",021 4754431,B,SMK,"-6.211804, 106.900978"
20107210,SMK Gema Nusantara,JL. DUA SEMBILAN NO.18,Duren Sawit,Duren Sawit,49,12.0,PARJIYONO. SE,021 98347147,B,SMK,"-6.242904, 106.916649"
20107215,SMK Paskita Global Jakarta,Jln. Raya Bogor Km. 25,Cijantung,Pasar Rebo,530,46.0,"Sarma Doris Siahaan, S.Pd",021 87701633,A,SMK,"-6.323542, 106.86245"
20107252,SMK Bunda Mulia 1,Jl. AM. Sangaji No. 20 Jakarta Pusat,Petojo Utara,Gambir,475,40.0,Dra. SEMI MUDIJARTI,021 6329005,A,SMK,"-6.165488, 106.813362"
20107254,SMK Farmasi DITKESAD,Jl. Abdulrahman Saleh no 18,Senen,Senen,174,35.0,"RIBOED SOEMARGO, S.Si., Apt",021 3456875,A,SMK,"-6.177265, 106.837639"
20107255,SMK Farmasi Tunas Bangsa,Jl. Salemba Tengah II / 1,Paseban,Senen,72,16.0,"Kensarita, S.Pd., M.Biomed","021 3101243, 021 31925532",A,SMK,"-6.192724, 106.854729"
20107257,SMK Musik Perg. Cikini,Jl. Duren Tiga Raya No.1,Duren Tiga,Pancoran,0,23.0,Yuli Astuti,021 79180234,A,SMK,"-6.195034, 106.839478"
20107258,SMK Strada Jakarta,Jl. Rajawali Selatan 2 No. 1,Gunung Sahari Utara,Sawah Besar,27,32.0,JULIANUS WINA,"021 6410146, 021 64713796",A,SMK,"-6.147084, 106.840874"
20107266,SMK Bhakti Pertiwi Jakarta,Jl. Bekasi Timur VI Cipinang Besar Utara,Bali Mester,Jatinegara,67,15.0,"Muhammad Ibrohim,S.Pdi",021 8506236,B,SMK,"-6.218705, 106.87661"
20107267,SMK Karya EKOPIN,Jl. Raya Pulogebang No. 25,Pulo Gebang,Cakung,0,14.0,M. FIRDAUS. SE,021 94062251,B,SMK,"-6.199455, 106.955193"
